PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
chr6-7394,chr6,163041039,163041212,+,1,NA,"intron (NM_013988: intron 1 of 8)","intron (NM_013988: intron 1 of 8)",-107038,NM_001080378,135138,Hs.25791,XM_005266824,ENSG00000112530,PACRG,GLUP|HAK005771|PARK2CRG|RP3-495O10.2,PARK2 co-regulated,protein-coding
chr6-3220,chr6,162388748,162388921,+,1,NA,"intron (NM_013988: intron 3 of 8)",LTR59|LTR|ERV1,-693728,NM_020133,56895,Hs.353175,XM_005267052,ENSG00000026652,AGPAT4,1-AGPAT4|LPAAT-delta|dJ473J16.2,1-acylglycerol-3-phosphate O-acyltransferase 4,protein-coding
chr6-229,chr6,162301040,162301213,+,1,NA,"intron (NM_013988: intron 3 of 8)","intron (NM_013988: intron 3 of 8)",-606020,NM_020133,56895,Hs.353175,XM_005267052,ENSG00000026652,AGPAT4,1-AGPAT4|LPAAT-delta|dJ473J16.2,1-acylglycerol-3-phosphate O-acyltransferase 4,protein-coding
chr6-3218,chr6,162070359,162070532,+,1,NA,"intron (NM_013988: intron 4 of 8)","intron (NM_013988: intron 4 of 8)",-375339,NM_020133,56895,Hs.353175,XM_005267052,ENSG00000026652,AGPAT4,1-AGPAT4|LPAAT-delta|dJ473J16.2,1-acylglycerol-3-phosphate O-acyltransferase 4,protein-coding
chr6-1329,chr6,161995906,161996079,+,1,NA,"intron (NM_013988: intron 4 of 8)",L3|LINE|CR1,-300886,NM_020133,56895,Hs.353175,XM_005267052,ENSG00000026652,AGPAT4,1-AGPAT4|LPAAT-delta|dJ473J16.2,1-acylglycerol-3-phosphate O-acyltransferase 4,protein-coding
chr9-235,chr9,120118588,120118761,+,1,NA,"intron (NM_014010: intron 1 of 21)","intron (NM_014010: intron 1 of 21)",58642,NM_014010,23245,Hs.601562,XM_005251844,ENSG00000148219,ASTN2,bA67K19.1,astrotactin 2,protein-coding
chr9-3419,chr9,119487023,119487196,+,1,NA,"intron (NM_014010: intron 15 of 21)","intron (NM_014010: intron 15 of 21)",37529,NM_012210,22954,Hs.591910,XM_005251813,ENSG00000119401,TRIM32,BBS11|HT2A|LGMD2H|TATIP,tripartite motif containing 32,protein-coding
chr9-617,chr9,119975580,119975753,+,1,NA,"intron (NM_014010: intron 3 of 21)",L1MA5A|LINE|L1,-32187,NR_003708,100124538,Hs.693445,NR_003708,,SNORA70C,U70C,"small nucleolar RNA: H/ACA box 70C",snoRNA
chr16-56,chr16,14248603,14248776,+,1,NA,"intron (NM_014048: intron 3 of 16)",MLT1F2|LTR|ERVL-MaLR,83494,NM_014048,57496,Hs.49143,XM_005255451,ENSG00000186260,MKL2,MRTF-B|NPD001,MKL/myocardin-like 2,protein-coding
chr12-331,chr12,110633185,110633358,+,1,NA,"intron (NM_014055: intron 14 of 18)",L1M7|LINE|L1,71132,NM_031473,28981,Hs.528382,NM_001143779,ENSG00000122970,IFT81,CDV-1|CDV-1R|CDV1|CDV1R|DV1,intraflagellar transport 81 homolog (Chlamydomonas),protein-coding
chr4-1234,chr4,69341478,69341651,+,1,NA,"intron (NM_014058: intron 6 of 9).2",MER20|DNA|hAT-Charlie,28398,NM_014058,28983,Hs.201877,NM_014058,ENSG00000087128,TMPRSS11E,DESC1|TMPRSS11E2,"transmembrane protease: serine 11E",protein-coding
chr8-892,chr8,121444901,121445074,+,1,NA,"intron (NM_014078: intron 2 of 6)","intron (NM_014078: intron 2 of 6)",-12650,NM_022045,27085,Hs.657656,NM_022045,ENSG00000172167,MTBP,MDM2BP,"Mdm2: transformed 3T3 cell double minute 2: p53 binding protein (mouse) binding protein: 104kDa",protein-coding
chr8-369,chr8,121422200,121422373,+,1,NA,"intron (NM_014078: intron 6 of 6)","intron (NM_014078: intron 6 of 6)",-35351,NM_022045,27085,Hs.657656,NM_022045,ENSG00000172167,MTBP,MDM2BP,"Mdm2: transformed 3T3 cell double minute 2: p53 binding protein (mouse) binding protein: 104kDa",protein-coding
chr8-157,chr8,124336196,124336369,+,1,NA,"intron (NM_014109: intron 26 of 27)","intron (NM_014109: intron 26 of 27)",-48502,NR_037873,11244,Hs.521800,NM_001017926,ENSG00000165156,ZHX1,-,zinc fingers and homeoboxes 1,protein-coding
chr8-863,chr8,116600972,116601145,+,1,NA,"intron (NM_014112: intron 4 of 6)","intron (NM_014112: intron 4 of 6)",79180,NM_001282902,7227,Hs.657018,XM_005251046,ENSG00000104447,TRPS1,GC79|LGCR,trichorhinophalangeal syndrome I,protein-coding
chr8-361,chr8,116470675,116470848,+,1,NA,"intron (NM_014112: intron 5 of 6)","intron (NM_014112: intron 5 of 6)",209477,NM_001282902,7227,Hs.657018,XM_005251046,ENSG00000104447,TRPS1,GC79|LGCR,trichorhinophalangeal syndrome I,protein-coding
chr7-2525,chr7,146225615,146225788,+,1,NA,"intron (NM_014141: intron 1 of 23)","intron (NM_014141: intron 1 of 23)",412249,NM_014141,26047,Hs.655684,NM_014141,ENSG00000174469,CNTNAP2,AUTS15|CASPR2|CDFE|NRXN4|PTHSL1,contactin associated protein-like 2,protein-coding
chr7-2519,chr7,145894593,145894766,+,1,NA,"intron (NM_014141: intron 1 of 23)","intron (NM_014141: intron 1 of 23)",81227,NM_014141,26047,Hs.655684,NM_014141,ENSG00000174469,CNTNAP2,AUTS15|CASPR2|CDFE|NRXN4|PTHSL1,contactin associated protein-like 2,protein-coding
chr7-2521,chr7,145964478,145964651,+,1,NA,"intron (NM_014141: intron 1 of 23)",MLT1A0|LTR|ERVL-MaLR,151112,NM_014141,26047,Hs.655684,NM_014141,ENSG00000174469,CNTNAP2,AUTS15|CASPR2|CDFE|NRXN4|PTHSL1,contactin associated protein-like 2,protein-coding
chr7-2524,chr7,146088693,146088866,+,1,NA,"intron (NM_014141: intron 1 of 23)",L1PA13|LINE|L1,275327,NM_014141,26047,Hs.655684,NM_014141,ENSG00000174469,CNTNAP2,AUTS15|CASPR2|CDFE|NRXN4|PTHSL1,contactin associated protein-like 2,protein-coding
chr7-5941,chr7,147795829,147796002,+,1,NA,"intron (NM_014141: intron 15 of 23)","intron (NM_014141: intron 15 of 23)",169231,NR_036093,100422849,,NR_036093,,MIR548T,-,microRNA 548t,ncRNA
chr7-1059,chr7,146745813,146745986,+,1,NA,"intron (NM_014141: intron 4 of 23)","intron (NM_014141: intron 4 of 23)",-101973,NR_049839,100847035,,NR_049839,,MIR548AR,-,microRNA 548ar,ncRNA
chr7-2537,chr7,146945851,146946024,+,1,NA,"intron (NM_014141: intron 8 of 23)","intron (NM_014141: intron 8 of 23)",129275,NR_031645,100313895,,NR_031645,ENSG00000221442,MIR548F4,MIR548F-4|MIRN548F4|hsa-mir-548f-4,microRNA 548f-4,ncRNA
chr11-4286,chr11,130152199,130152372,+,1,NA,"intron (NM_014155: intron 1 of 5)",L1MB3|LINE|L1,32321,NM_014155,29068,Hs.721470,XM_005271521,ENSG00000196323,ZBTB44,BTBD15|HSPC063|ZNF851,zinc finger and BTB domain containing 44,protein-coding
chr3-704,chr3,47089193,47089366,+,1,NA,"intron (NM_014159: intron 15 of 20)","intron (NM_014159: intron 15 of 20)",36248,NR_024046,100129354,Hs.201522,NR_024046,,NRADDP,-,"neurotrophin receptor associated death domain: pseudogene",pseudo
chr9-3491,chr9,124919347,124919520,+,1,NA,"intron (NM_014222: intron 1 of 3)","intron (NM_014222: intron 1 of 3)",2664,NM_014222,4702,Hs.495039,XM_005251998,ENSG00000119421,NDUFA8,CI-19KD|CI-PGIV|PGIV,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex: 8: 19kDa",protein-coding
chr8-473,chr8,39496070,39496243,+,1,NA,"intron (NM_014237: intron 10 of 19)","intron (NM_014237: intron 10 of 19)",54070,NM_014237,8749,Hs.127930,XM_005273667,ENSG00000168619,ADAM18,ADAM27|tMDCIII,ADAM metallopeptidase domain 18,protein-coding
chr4-521,chr4,73169079,73169252,+,1,NA,"intron (NM_014243: intron 17 of 21)",L1MEf|LINE|L1,264317,NM_001144756,10886,Hs.99231,NM_001144756,ENSG00000056291,NPFFR2,GPR74|HLWAR77|NPFF2|NPGPR,neuropeptide FF receptor 2,protein-coding
chr4-218,chr4,73230729,73230902,+,1,NA,"intron (NM_014243: intron 4 of 21)",L2b|LINE|L2,203700,NM_014243,9508,Hs.590919,NM_014243,ENSG00000156140,ADAMTS3,ADAMTS-4,"ADAM metallopeptidase with thrombospondin type 1 motif: 3",protein-coding
chr4-6823,chr4,73216645,73216818,+,1,NA,"intron (NM_014243: intron 4 of 21)",L1MEc|LINE|L1,217784,NM_014243,9508,Hs.590919,NM_014243,ENSG00000156140,ADAMTS3,ADAMTS-4,"ADAM metallopeptidase with thrombospondin type 1 motif: 3",protein-coding
chr22-91,chr22,46890555,46890728,+,1,NA,"intron (NM_014246: intron 1 of 34)",AluSz|SINE|Alu,42425,NM_014246,9620,Hs.252387,NM_014246,ENSG00000075275,CELSR1,CDHF9|FMI2|HFMI2|ME2,"cadherin: EGF LAG seven-pass G-type receptor 1",protein-coding
chr4-1900,chr4,160204098,160204271,+,1,NA,"intron (NM_014247: intron 1 of 23)","intron (NM_014247: intron 1 of 23)",15187,NM_014247,9693,Hs.744884,XM_005263358,ENSG00000109756,RAPGEF2,CNrasGEF|NRAPGEP|PDZ-GEF1|PDZGEF1|RA-GEF|RA-GEF-1|Rap-GEP|nRap GEP,Rap guanine nucleotide exchange factor (GEF) 2,protein-coding
chr4-138,chr4,160246461,160246634,+,1,NA,"intron (NM_014247: intron 5 of 23)","intron (NM_014247: intron 5 of 23)",57550,NM_014247,9693,Hs.744884,XM_005263358,ENSG00000109756,RAPGEF2,CNrasGEF|NRAPGEP|PDZ-GEF1|PDZGEF1|RA-GEF|RA-GEF-1|Rap-GEP|nRap GEP,Rap guanine nucleotide exchange factor (GEF) 2,protein-coding
chrX-35,chrX,123589536,123589709,+,1,NA,"intron (NM_014253: intron 21 of 30)",X7C_LINE|LINE|CR1,109491,NM_001114937,4068,Hs.349094,NM_001114937,ENSG00000183918,SH2D1A,DSHP|EBVS|IMD5|LYP|MTCP1|SAP|SAP/SH2D1A|XLP|XLPD|XLPD1,SH2 domain containing 1A,protein-coding
chrX-157,chrX,28769127,28769300,+,1,NA,"intron (NM_014271: intron 1 of 10)","intron (NM_014271: intron 1 of 10)",163533,NM_014271,11141,Hs.658912,XM_005274441,,IL1RAPL1,IL1R8|IL1RAPL|MRX10|MRX21|MRX34|OPHN4|TIGIRR-2,interleukin 1 receptor accessory protein-like 1,protein-coding
chrX-161,chrX,29416373,29416546,+,1,NA,"intron (NM_014271: intron 4 of 10)","intron (NM_014271: intron 4 of 10)",810779,NM_014271,11141,Hs.658912,XM_005274441,,IL1RAPL1,IL1R8|IL1RAPL|MRX10|MRX21|MRX34|OPHN4|TIGIRR-2,interleukin 1 receptor accessory protein-like 1,protein-coding
chr4-1648,chr4,128745117,128745290,+,1,NA,"intron (NM_014278: intron 16 of 18)",L1MA8|LINE|L1,41751,NM_014278,22824,Hs.135554,XM_005262838,,HSPA4L,APG-1|HSPH3|Osp94,heat shock 70kDa protein 4-like,protein-coding
chr9-3136,chr9,100179253,100179426,+,1,NA,"intron (NM_014290: intron 1 of 16)",L2a|LINE|L2,5038,NM_014290,23424,Hs.193842,NM_014290,ENSG00000196116,TDRD7,CATC4|CTRCT36|PCTAIRE2BP|RP11-508D10.1|TRAP,tudor domain containing 7,protein-coding
chr9-1346,chr9,100177177,100177350,+,1,NA,"intron (NM_014290: intron 1 of 16)",MIR3|SINE|MIR,2962,NM_014290,23424,Hs.193842,NM_014290,ENSG00000196116,TDRD7,CATC4|CTRCT36|PCTAIRE2BP|RP11-508D10.1|TRAP,tudor domain containing 7,protein-coding
chr3-3746,chr3,15280797,15280970,+,1,NA,"intron (NM_014296: intron 12 of 20)","intron (NM_014296: intron 12 of 20)",-14807,NR_046084,100505696,Hs.745026,NR_046084,ENSG00000224660,SH3BP5-AS1,AC087590.3,SH3BP5 antisense RNA 1,ncRNA
chr3-597,chr3,15264584,15264757,+,1,NA,"intron (NM_014296: intron 5 of 20)","intron (NM_014296: intron 5 of 20)",16938,NM_014296,23473,Hs.595234,XM_005265007,ENSG00000131375,CAPN7,CALPAIN7|PALBH,calpain 7,protein-coding
chr11-4161,chr11,120158593,120158766,+,1,NA,"intron (NM_014352: intron 3 of 12)",Tigger15a|DNA|TcMar-Tigger,-22039,NR_038829,649133,Hs.568902,NR_038829,ENSG00000259541,RP11-778O17.4,-,uncharacterized LOC649133,ncRNA
chr11-107,chr11,100196987,100197160,+,1,NA,"intron (NM_014361: intron 21 of 24)","intron (NM_014361: intron 21 of 24)",-361333,NM_152432,143872,Hs.741465,NM_152432,ENSG00000165895,ARHGAP42,GRAF3,Rho GTPase activating protein 42,protein-coding
chr7-5611,chr7,127582696,127582869,+,1,NA,"intron (NM_014390: intron 15 of 23)","intron (NM_014390: intron 15 of 23)",-54779,NR_027330,27099,Hs.657377,NM_014411,,SND1-IT1,C7orf54|NAG8|NSG-X,SND1 intronic transcript 1 (non-protein coding),ncRNA
chr7-5602,chr7,127346977,127347150,+,1,NA,"intron (NM_014390: intron 8 of 23)","intron (NM_014390: intron 8 of 23)",54862,NM_014390,27044,Hs.122523,XM_005250270,ENSG00000197157,SND1,TDRD11|p100,staphylococcal nuclease and tudor domain containing 1,protein-coding
chr4-603,chr4,100754244,100754417,+,1,NA,"intron (NM_014395: intron 1 of 8)","intron (NM_014395: intron 1 of 8)",16350,NM_014395,27071,Hs.708484,XM_005262919,ENSG00000070190,DAPP1,BAM32,dual adaptor of phosphotyrosine and 3-phosphoinositides,protein-coding
chr18-1314,chr18,604859,605032,+,1,NA,"intron (NM_014410: intron 1 of 8)",MER61D|LTR|ERV1,7948,NM_014410,27098,Hs.732341,XM_005258103,ENSG00000079101,CLUL1,RA337M,clusterin-like 1 (retinal),protein-coding
chr3-2574,chr3,108766366,108766539,+,1,NA,"intron (NM_014429: intron 14 of 27)","intron (NM_014429: intron 14 of 27)",70540,NM_014429,27136,Hs.591296,XM_005247362,ENSG00000114487,MORC1,CT33|MORC|ZCW6,MORC family CW-type zinc finger 1,protein-coding
chr10-85,chr10,112646965,112647138,+,1,NA,"intron (NM_014456: intron 5 of 11)",Tigger3a|DNA|TcMar-Tigger,-10796,NR_039828,100616113,,NR_039828,ENSG00000265827,MIR4680,-,microRNA 4680,ncRNA
chr6-277,chr6,54245709,54245882,+,1,NA,"intron (NM_014464: intron 10 of 10)",(TA)n|Simple_repeat|Simple_repeat,72593,NM_014464,27283,Hs.127011,NM_014464,ENSG00000137251,TINAG,TIN-AG,tubulointerstitial nephritis antigen,protein-coding
chr6-118,chr6,54228752,54228925,+,1,NA,"intron (NM_014464: intron 9 of 10)",L2c|LINE|L2,55636,NM_014464,27283,Hs.127011,NM_014464,ENSG00000137251,TINAG,TIN-AG,tubulointerstitial nephritis antigen,protein-coding
chr16-578,chr16,24776284,24776457,+,1,NA,"intron (NM_014494: intron 4 of 24)",MER44A|DNA|TcMar-Tigger,35322,NM_014494,27327,Hs.655057,XM_005255253,ENSG00000090905,TNRC6A,CAGH26|GW1|GW182|TNRC6,trinucleotide repeat containing 6A,protein-coding
chr16-579,chr16,24790650,24790823,+,1,NA,"intron (NM_014494: intron 5 of 24)","intron (NM_014494: intron 5 of 24)",49688,NM_014494,27327,Hs.655057,XM_005255253,ENSG00000090905,TNRC6A,CAGH26|GW1|GW182|TNRC6,trinucleotide repeat containing 6A,protein-coding
chr12-4704,chr12,101757521,101757694,+,1,NA,"intron (NM_014503: intron 45 of 61)","intron (NM_014503: intron 45 of 61)",43964,NM_001177,400,Hs.732900,XM_005268869,ENSG00000120805,ARL1,ARFL1,ADP-ribosylation factor-like 1,protein-coding
chr7-280,chr7,82476671,82476844,+,1,NA,"intron (NM_014510: intron 10 of 19)","intron (NM_014510: intron 10 of 19)",315439,NM_014510,27445,Hs.12376,NM_014510,ENSG00000186472,PCLO,ACZ,piccolo presynaptic cytomatrix protein,protein-coding
chr14-63,chr14,53128014,53128187,+,1,NA,"intron (NM_014584: intron 8 of 15)","intron (NM_014584: intron 8 of 15)",34318,NM_014584,30001,Hs.592304,NM_014584,,ERO1L,ERO1-alpha|ERO1A|ERO1LA,ERO1-like (S. cerevisiae),protein-coding
chr3-2789,chr3,130460428,130460601,+,1,NA,"intron (NM_014602: intron 2 of 19)",L2a|LINE|L2,5181,NM_014602,30849,Hs.149032,NM_014602,ENSG00000196455,PIK3R4,VPS15|p150,"phosphoinositide-3-kinase: regulatory subunit 4",protein-coding
chr2-877,chr2,54170056,54170229,+,1,NA,"intron (NM_014614: intron 3 of 46)","intron (NM_014614: intron 3 of 46)",27834,NM_014614,23198,Hs.413801,XM_005264222,ENSG00000068878,PSME4,PA200,"proteasome (prosome: macropain) activator subunit 4",protein-coding
chr9-622,chr9,122020407,122020580,+,1,NA,"intron (NM_014618: intron 2 of 7)","intron (NM_014618: intron 2 of 7)",111245,NM_014618,1620,Hs.532316,XM_005251758,ENSG00000078725,BRINP1,DBC1|DBCCR1|FAM5A,bone morphogenetic protein/retinoic acid inducible neural-specific 1,protein-coding
chr5-396,chr5,94859063,94859236,+,1,NA,"intron (NM_014639: intron 17 of 42)","intron (NM_014639: intron 17 of 42)",31559,NM_014639,9652,Hs.482868,NM_014639,ENSG00000198677,TTC37,KIAA0372|Ski3,tetratricopeptide repeat domain 37,protein-coding
chr1-44,chr1,144889490,144889663,+,1,NA,"intron (NM_014644: intron 22 of 43)",L1MA7|LINE|L1,42788,NM_001002811,9659,Hs.731111,XM_005272981,ENSG00000178104,PDE4DIP,CMYA2|MMGL,phosphodiesterase 4D interacting protein,protein-coding
chr18-217,chr18,2981415,2981588,+,1,NA,"intron (NM_014646: intron 1 of 19)","intron (NM_014646: intron 1 of 19)",30443,NM_014646,9663,Hs.132342,XM_005258177,ENSG00000101577,LPIN2,-,lipin 2,protein-coding
chr3-1045,chr3,108360608,108360781,+,1,NA,"intron (NM_014648: intron 12 of 32)","intron (NM_014648: intron 12 of 32)",-52204,NM_020890,57650,Hs.591308,XM_005247682,ENSG00000163507,KIAA1524,CIP2A|p90,KIAA1524,protein-coding
chr3-2570,chr3,108344017,108344190,+,1,NA,"intron (NM_014648: intron 6 of 32)","intron (NM_014648: intron 6 of 32)",-35613,NM_020890,57650,Hs.591308,XM_005247682,ENSG00000163507,KIAA1524,CIP2A|p90,KIAA1524,protein-coding
chr7-5985,chr7,157019547,157019720,+,1,NA,"intron (NM_014671: intron 17 of 22)","intron (NM_014671: intron 17 of 22)",87979,NM_014671,9690,Hs.118351,XM_005249563,ENSG00000009335,UBE3C,HECTH2,ubiquitin protein ligase E3C,protein-coding
chr8-316,chr8,104998075,104998248,+,1,NA,"intron (NM_014677: intron 13 of 21)",L1MA8|LINE|L1,166746,NM_001282881,9699,Hs.735969,XM_005251106,,RIMS2,OBOE|RAB3IP3|RIM2,regulating synaptic membrane exocytosis 2,protein-coding
chr8-318,chr8,105217598,105217771,+,1,NA,"intron (NM_014677: intron 17 of 21)","intron (NM_014677: intron 17 of 21)",-17878,NM_001282882,9699,Hs.735969,XM_005251106,,RIMS2,OBOE|RAB3IP3|RIM2,regulating synaptic membrane exocytosis 2,protein-coding
chr8-500,chr8,53290973,53291146,+,1,NA,"intron (NM_014682: intron 2 of 25)","intron (NM_014682: intron 2 of 25)",31379,NM_014682,9705,Hs.655499,XM_005251329,ENSG00000147488,ST18,ZC2HC10|ZNF387,suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein),protein-coding
chr8-200,chr8,53212011,53212184,+,1,NA,"intron (NM_014682: intron 2 of 25)",L1MEg|LINE|L1,110341,NM_014682,9705,Hs.655499,XM_005251329,ENSG00000147488,ST18,ZC2HC10|ZNF387,suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein),protein-coding
chr10-163,chr10,11556778,11556951,+,1,NA,"intron (NM_014688: intron 5 of 14)","intron (NM_014688: intron 5 of 14)",17409,NM_001080491,9712,Hs.498661,XM_005252647,ENSG00000148429,USP6NL,RNTRE|TRE2NL|USP6NL-IT1,USP6 N-terminal like,protein-coding
chr10-65,chr10,11550232,11550405,+,1,NA,"intron (NM_014688: intron 6 of 14)",MIRb|SINE|MIR,23955,NM_001080491,9712,Hs.498661,XM_005252647,ENSG00000148429,USP6NL,RNTRE|TRE2NL|USP6NL-IT1,USP6 N-terminal like,protein-coding
chr2-4108,chr2,225669284,225669457,+,1,NA,"intron (NM_014689: intron 38 of 55)","intron (NM_014689: intron 38 of 55)",205886,NR_039641,100616207,,NR_039641,,MIR4439,-,microRNA 4439,ncRNA
chr2-681,chr2,225633114,225633287,+,1,NA,"intron (NM_014689: intron 55 of 55)",L4|LINE|RTE,-183087,NM_001257197,8452,Hs.372286,XM_005246912,ENSG00000036257,CUL3,CUL-3|PHA2E,cullin 3,protein-coding
chr7-350,chr7,111717123,111717296,+,1,NA,"intron (NM_014705: intron 1 of 51)","intron (NM_014705: intron 1 of 51)",129252,NM_014705,9732,Hs.654652,XM_005250724,ENSG00000128512,DOCK4,-,dedicator of cytokinesis 4,protein-coding
chr7-64,chr7,111543403,111543576,+,1,NA,"intron (NM_014705: intron 13 of 51)","intron (NM_014705: intron 13 of 51)",94929,NR_103806,100506413,Hs.677513,NR_103806,ENSG00000225572,DOCK4-AS1,-,DOCK4 antisense RNA 1,ncRNA
chr7-2123,chr7,111483563,111483736,+,1,NA,"intron (NM_014705: intron 25 of 51)",L1MD|LINE|L1,35089,NR_103806,100506413,Hs.677513,NR_103806,ENSG00000225572,DOCK4-AS1,-,DOCK4 antisense RNA 1,ncRNA
chr7-4948,chr7,111614696,111614869,+,1,NA,"intron (NM_014705: intron 8 of 51)","intron (NM_014705: intron 8 of 51)",166222,NR_103806,100506413,Hs.677513,NR_103806,ENSG00000225572,DOCK4-AS1,-,DOCK4 antisense RNA 1,ncRNA
chr2-1838,chr2,20238908,20239081,+,1,NA,"intron (NM_014713: intron 2 of 6)","intron (NM_014713: intron 2 of 6)",12794,NM_014713,9741,Hs.467807,XM_005262635,ENSG00000068697,LAPTM4A,HUMORF13|LAPTM4|MBNT|Mtrp,lysosomal protein transmembrane 4 alpha,protein-coding
chr11-1840,chr11,128856477,128856650,+,1,NA,"intron (NM_014715: intron 3 of 12)","intron (NM_014715: intron 3 of 12)",37524,NM_014715,9743,Hs.440379,XM_005271736,ENSG00000134909,ARHGAP32,GC-GAP|GRIT|PX-RICS|RICS|p200RhoGAP|p250GAP,Rho GTPase activating protein 32,protein-coding
chr8-1290,chr8,60023010,60023183,+,1,NA,"intron (NM_014729: intron 1 of 8)","intron (NM_014729: intron 1 of 8)",8670,NM_014729,9760,Hs.634856,NM_014729,ENSG00000198846,TOX,TOX1,thymocyte selection-associated high mobility group box,protein-coding
chr20-714,chr20,30708593,30708766,+,1,NA,"intron (NM_014742: intron 1 of 17)",L1M4|LINE|L1,11371,NM_014742,9777,Hs.654665,XM_005260622,ENSG00000101337,TM9SF4,dJ836N17.2,transmembrane 9 superfamily protein member 4,protein-coding
chr20-715,chr20,30743877,30744050,+,1,NA,"intron (NM_014742: intron 13 of 17)","intron (NM_014742: intron 13 of 17)",34199,NR_002781,128854,Hs.647447,NR_002781,ENSG00000235217,TSPY26P,TSPYL3|bA392M18.1,"testis specific protein: Y-linked 26: pseudogene",pseudo
chr3-1532,chr3,17753708,17753881,+,1,NA,"intron (NM_014744: intron 1 of 21)","intron (NM_014744: intron 1 of 21)",-12283,NM_001134381,9779,Hs.475629,XM_005265611,ENSG00000131374,TBC1D5,-,"TBC1 domain family: member 5",protein-coding
chr3-1533,chr3,17762520,17762693,+,1,NA,"intron (NM_014744: intron 1 of 21)",AluSz|SINE|Alu,19792,NM_014744,9779,Hs.475629,XM_005265611,ENSG00000131374,TBC1D5,-,"TBC1 domain family: member 5",protein-coding
chr14-1016,chr14,58995557,58995730,+,1,NA,"intron (NM_014749: intron 28 of 29)",L1PA7|LINE|L1,89245,NM_001244193,9786,Hs.232532,XM_005268242,ENSG00000100578,KIAA0586,Talpid3,KIAA0586,protein-coding
chr1-7335,chr1,235285870,235286043,+,1,NA,"intron (NM_014765: intron 1 of 4)","intron (NM_014765: intron 1 of 4)",5295,NR_002956,677802,Hs.744743,NR_002956,,SNORA14B,ACA14b,"small nucleolar RNA: H/ACA box 14B",snoRNA
chr3-479,chr3,150132441,150132614,+,1,NA,"intron (NM_014779: intron 1 of 3)","intron (NM_014779: intron 1 of 3)",5740,NM_014779,9819,Hs.730710,XM_005247920,ENSG00000196428,TSC22D2,TILZ4a|TILZ4b|TILZ4c,"TSC22 domain family: member 2",protein-coding
chr1-3847,chr1,65765146,65765319,+,1,NA,"intron (NM_014787: intron 1 of 18)","intron (NM_014787: intron 1 of 18)",-9985,NM_001256864,9829,Hs.647643,XM_005271366,ENSG00000116675,DNAJC6,DJC6|PARK19,"DnaJ (Hsp40) homolog: subfamily C: member 6",protein-coding
chr7-3409,chr7,37102429,37102602,+,1,NA,"intron (NM_014800: intron 15 of 21)","intron (NM_014800: intron 15 of 21)",65115,NR_104120,100861514,Hs.627775,NR_104120,,ELMO1-AS1,-,ELMO1 antisense RNA 1,ncRNA
chr7-605,chr7,37001423,37001596,+,1,NA,"intron (NM_014800: intron 16 of 21)","intron (NM_014800: intron 16 of 21)",23207,NM_001039459,9844,Hs.656638,XM_005249919,ENSG00000155849,ELMO1,CED-12|CED12|ELMO-1,engulfment and cell motility 1,protein-coding
chr7-3411,chr7,37378585,37378758,+,1,NA,"intron (NM_014800: intron 2 of 21)","intron (NM_014800: intron 2 of 21)",14600,NM_001206482,9844,Hs.656638,XM_005249919,ENSG00000155849,ELMO1,CED-12|CED12|ELMO-1,engulfment and cell motility 1,protein-coding
